date,username,product,sku,model,organization,repository,cost_center_name,quantity,applied_cost_per_quantity,gross_amount,discount_amount,net_amount,total_monthly_quota,aic_quantity,aic_gross_amount
2026-04-17T18:52:00Z,dennis.ritchie,Copilot,Copilot Premium Request,GPT-5-Codex,acme-corp,billing-service,Engineering,2.0,0.04,0.08,0.008,0.072,1000,0,0
2026-04-17T07:40:00Z,john.carmack,Copilot,Copilot Premium Request,Auto: Claude Sonnet 4,acme-corp,web-frontend,Platform,11.0,0.04,0.44,0.044,0.396,1000,0,0
2026-04-17T20:29:00Z,john.carmack,Copilot,Copilot Premium Request,GPT-5-Codex,acme-corp,infra-terraform,Data Science,12.0,0.04,0.48,0.0,0.48,1000,0,0
2026-04-17T17:12:00Z,john.carmack,Copilot,Copilot Premium Request,Claude Sonnet 4,acme-corp,infra-terraform,Mobile,3.0,0.04,0.12,0.012,0.108,1000,0,0
2026-04-17T14:05:00Z,john.carmack,Copilot,Copilot Premium Request,GPT-5 mini,acme-corp,billing-service,Data Science,0.0,0.04,0.0,0.0,0.0,1000,0,0
2026-04-17T18:37:00Z,john.carmack,Copilot,Copilot Premium Request,Claude Sonnet 4,acme-corp,data-pipeline,Mobile,8.0,0.04,0.32,0.0,0.32,1000,0,0
2026-04-17T17:19:00Z,john.carmack,Copilot,Copilot Premium Request,Auto: Claude Sonnet 4,acme-corp,billing-service,Mobile,27.0,0.04,1.08,0.216,0.864,1000,0,0
2026-04-17T12:03:00Z,john.carmack,Copilot,Copilot Premium Request,Code Review,acme-corp,ml-models,Engineering,2.0,0.04,0.08,0.0,0.08,1000,0,0
2026-04-17T14:43:00Z,john.carmack,Copilot,Copilot Premium Request,Auto: Claude Sonnet 4,acme-corp,mobile-app,Data Science,8.0,0.04,0.32,0.064,0.256,1000,0,0
2026-04-17T17:01:00Z,margaret.hamilton,Copilot,Copilot Premium Request,Claude Sonnet 4,acme-corp,billing-service,Engineering,6.0,0.04,0.24,0.024,0.216,1000,0,0
2026-04-17T07:11:00Z,margaret.hamilton,Copilot,Copilot Premium Request,Claude Sonnet 4,acme-corp,platform-api,Platform,22.0,0.04,0.88,0.0,0.88,1000,0,0
2026-04-17T16:10:00Z,margaret.hamilton,Copilot,Copilot Premium Request,Claude Opus 4.1,acme-corp,web-frontend,Engineering,50.0,0.04,2.0,0.2,1.8,1000,0,0
2026-04-17T10:04:00Z,margaret.hamilton,Copilot,Copilot Premium Request,Claude Sonnet 4,acme-corp,data-pipeline,Mobile,21.0,0.04,0.84,0.168,0.672,1000,0,0
2026-04-17T12:07:00Z,bjarne.stroustrup,Copilot,Copilot Premium Request,Claude Opus 4.1,acme-corp,mobile-app,Platform,250.0,0.04,10.0,1.0,9.0,1000,0,0
2026-04-17T19:02:00Z,bjarne.stroustrup,Copilot,Copilot Premium Request,GPT-5 mini,acme-corp,mobile-app,Platform,0.0,0.04,0.0,0.0,0.0,1000,0,0
2026-04-17T19:26:00Z,bjarne.stroustrup,Copilot,Copilot Premium Request,Claude Sonnet 4,acme-corp,mobile-app,Platform,10.0,0.04,0.4,0.0,0.4,1000,0,0
2026-04-17T16:02:00Z,bjarne.stroustrup,Copilot,Copilot Premium Request,Claude Sonnet 3.7,acme-corp,mobile-app,Engineering,16.0,0.04,0.64,0.0,0.64,1000,0,0
2026-04-17T13:49:00Z,bjarne.stroustrup,Copilot,Copilot Premium Request,Claude Opus 4.1,acme-corp,mobile-app,Engineering,220.0,0.04,8.8,1.76,7.04,1000,0,0
2026-04-17T07:11:00Z,bjarne.stroustrup,Copilot,Copilot Premium Request,GPT-5 mini,acme-corp,web-frontend,Platform,0.0,0.04,0.0,0.0,0.0,1000,0,0
2026-04-17T18:08:00Z,bjarne.stroustrup,Copilot,Copilot Premium Request,Auto: Claude Sonnet 4,acme-corp,data-pipeline,Data Science,27.0,0.04,1.08,0.108,0.972,1000,0,0
2026-04-17T13:15:00Z,bjarne.stroustrup,Copilot,Copilot Premium Request,Claude Sonnet 3.7,acme-corp,mobile-app,Engineering,18.0,0.04,0.72,0.072,0.648,1000,0,0
2026-04-17T17:52:00Z,donald.knuth,Copilot,Copilot Premium Request,GPT-4.1,acme-corp,infra-terraform,Platform,21.0,0.04,0.84,0.0,0.84,1000,0,0
2026-04-17T10:07:00Z,donald.knuth,Copilot,Copilot Premium Request,GPT-5-Codex,acme-corp,web-frontend,Platform,19.0,0.04,0.76,0.0,0.76,1000,0,0
2026-04-17T10:29:00Z,donald.knuth,Copilot,Copilot Premium Request,GPT-5 mini,acme-corp,data-pipeline,Platform,0.0,0.04,0.0,0.0,0.0,1000,0,0
2026-04-17T17:54:00Z,donald.knuth,Copilot,Copilot Premium Request,Claude Sonnet 4,acme-corp,billing-service,Mobile,5.0,0.04,0.2,0.0,0.2,1000,0,0
2026-04-17T07:41:00Z,donald.knuth,Copilot,Copilot Premium Request,Claude Sonnet 4,acme-corp,ml-models,Platform,23.0,0.04,0.92,0.0,0.92,1000,0,0
2026-04-17T19:56:00Z,linus.torvalds,Copilot,Copilot Premium Request,GPT-5-Codex,acme-corp,billing-service,Engineering,12.0,0.04,0.48,0.096,0.384,1000,0,0
2026-04-17T09:10:00Z,linus.torvalds,Copilot,Copilot Premium Request,Claude Sonnet 4,acme-corp,platform-api,Mobile,3.0,0.04,0.12,0.024,0.096,1000,0,0
2026-04-17T18:28:00Z,linus.torvalds,Copilot,Copilot Premium Request,GPT-5-Codex,acme-corp,ml-models,Mobile,4.0,0.04,0.16,0.0,0.16,1000,0,0
2026-04-17T10:49:00Z,linus.torvalds,Copilot,Copilot Premium Request,Claude Sonnet 4,acme-corp,web-frontend,Platform,23.0,0.04,0.92,0.0,0.92,1000,0,0
2026-04-17T20:12:00Z,linus.torvalds,Copilot,Copilot Premium Request,Claude Sonnet 4,acme-corp,docs-site,Data Science,9.0,0.04,0.36,0.036,0.324,1000,0,0
2026-04-17T07:56:00Z,linus.torvalds,Copilot,Copilot Premium Request,Claude Sonnet 4,acme-corp,docs-site,Data Science,20.0,0.04,0.8,0.08,0.72,1000,0,0
2026-04-17T13:23:00Z,tim.berners-lee,Copilot,Copilot Premium Request,Claude Haiku 3.5,acme-corp,mobile-app,Mobile,5.28,0.04,0.2112,0.0,0.2112,1000,0,0
2026-04-17T11:12:00Z,tim.berners-lee,Copilot,Copilot Premium Request,GPT-4.1,acme-corp,ml-models,Data Science,22.0,0.04,0.88,0.0,0.88,1000,0,0
2026-04-17T11:08:00Z,tim.berners-lee,Copilot,Copilot Premium Request,Claude Sonnet 4,acme-corp,web-frontend,Mobile,20.0,0.04,0.8,0.0,0.8,1000,0,0
2026-04-17T10:56:00Z,tim.berners-lee,Copilot,Copilot Premium Request,GPT-5-Codex,acme-corp,infra-terraform,Data Science,7.0,0.04,0.28,0.0,0.28,1000,0,0
2026-04-17T09:36:00Z,tim.berners-lee,Copilot,Copilot Premium Request,Claude Opus 4.1,acme-corp,data-pipeline,Engineering,220.0,0.04,8.8,1.76,7.04,1000,0,0
2026-04-17T20:13:00Z,tim.berners-lee,Copilot,Copilot Premium Request,Auto: Claude Sonnet 4,acme-corp,billing-service,Mobile,18.0,0.04,0.72,0.072,0.648,1000,0,0
2026-04-18T10:57:00Z,ada.lovelace,Copilot,Copilot Premium Request,Claude Sonnet 4,acme-corp,mobile-app,Engineering,15.0,0.04,0.6,0.12,0.48,1000,0,0
2026-04-18T14:46:00Z,ada.lovelace,Copilot,Copilot Premium Request,Auto: Claude Sonnet 4,acme-corp,platform-api,Mobile,3.0,0.04,0.12,0.0,0.12,1000,0,0
2026-04-18T14:31:00Z,ada.lovelace,Copilot,Copilot Premium Request,GPT-5-Codex,acme-corp,data-pipeline,Engineering,17.0,0.04,0.68,0.0,0.68,1000,0,0
2026-04-18T10:08:00Z,ada.lovelace,Copilot,Copilot Premium Request,Claude Sonnet 3.7,acme-corp,ml-models,Platform,2.0,0.04,0.08,0.008,0.072,1000,0,0
2026-04-18T14:42:00Z,ada.lovelace,Copilot,Copilot Premium Request,Claude Sonnet 4,acme-corp,infra-terraform,Data Science,4.0,0.04,0.16,0.0,0.16,1000,0,0
2026-04-18T18:37:00Z,ada.lovelace,Copilot,Copilot Premium Request,GPT-4.1,acme-corp,platform-api,Mobile,29.0,0.04,1.16,0.232,0.928,1000,0,0
2026-04-18T09:50:00Z,bjarne.stroustrup,Copilot,Copilot Premium Request,Claude Opus 4.1,acme-corp,ml-models,Mobile,290.0,0.04,11.6,1.16,10.44,1000,0,0
2026-04-18T13:57:00Z,bjarne.stroustrup,Copilot,Copilot Premium Request,GPT-4.1,acme-corp,ml-models,Engineering,2.0,0.04,0.08,0.0,0.08,1000,0,0
2026-04-18T18:39:00Z,bjarne.stroustrup,Copilot,Copilot Premium Request,Auto: Claude Sonnet 4,acme-corp,data-pipeline,Engineering,26.0,0.04,1.04,0.0,1.04,1000,0,0
2026-04-18T15:58:00Z,bjarne.stroustrup,Copilot,Copilot Premium Request,Claude Sonnet 3.7,acme-corp,ml-models,Engineering,12.0,0.04,0.48,0.0,0.48,1000,0,0
2026-04-18T16:02:00Z,bjarne.stroustrup,Copilot,Copilot Premium Request,Claude Sonnet 4,acme-corp,ml-models,Platform,13.0,0.04,0.52,0.052,0.468,1000,0,0
2026-04-18T15:45:00Z,bjarne.stroustrup,Copilot,Copilot Premium Request,Claude Sonnet 4,acme-corp,data-pipeline,Data Science,19.0,0.04,0.76,0.0,0.76,1000,0,0
2026-04-18T08:41:00Z,bjarne.stroustrup,Copilot,Copilot Premium Request,Code Review,acme-corp,billing-service,Data Science,9.0,0.04,0.36,0.072,0.288,1000,0,0
2026-04-18T12:22:00Z,bjarne.stroustrup,Copilot,Copilot Premium Request,GPT-4.1,acme-corp,infra-terraform,Mobile,26.0,0.04,1.04,0.0,1.04,1000,0,0
2026-04-18T12:28:00Z,bjarne.stroustrup,Copilot,Copilot Premium Request,Auto: Claude Sonnet 4,acme-corp,billing-service,Engineering,4.0,0.04,0.16,0.0,0.16,1000,0,0
2026-04-18T11:28:00Z,bjarne.stroustrup,Copilot,Copilot Premium Request,GPT-5-Codex,acme-corp,ml-models,Engineering,19.0,0.04,0.76,0.152,0.608,1000,0,0
2026-04-18T08:25:00Z,dennis.ritchie,Copilot,Copilot Premium Request,GPT-5 mini,acme-corp,mobile-app,Platform,0.0,0.04,0.0,0.0,0.0,1000,0,0
2026-04-18T09:17:00Z,dennis.ritchie,Copilot,Copilot Premium Request,Code Review,acme-corp,web-frontend,Data Science,4.0,0.04,0.16,0.0,0.16,1000,0,0
2026-04-18T15:40:00Z,dennis.ritchie,Copilot,Copilot Premium Request,GPT-5-Codex,acme-corp,platform-api,Platform,29.0,0.04,1.16,0.0,1.16,1000,0,0
2026-04-18T09:30:00Z,dennis.ritchie,Copilot,Copilot Premium Request,Auto: Claude Sonnet 4,acme-corp,ml-models,Mobile,23.0,0.04,0.92,0.184,0.736,1000,0,0
2026-04-18T11:12:00Z,dennis.ritchie,Copilot,Copilot Premium Request,GPT-5-Codex,acme-corp,web-frontend,Engineering,22.0,0.04,0.88,0.0,0.88,1000,0,0
2026-04-18T17:21:00Z,dennis.ritchie,Copilot,Copilot Premium Request,GPT-5 mini,acme-corp,docs-site,Platform,0.0,0.04,0.0,0.0,0.0,1000,0,0
2026-04-19T19:19:00Z,barbara.liskov,Copilot,Copilot Premium Request,GPT-5-Codex,acme-corp,mobile-app,Platform,20.0,0.04,0.8,0.0,0.8,1000,0,0
2026-04-19T19:54:00Z,barbara.liskov,Copilot,Copilot Premium Request,Claude Sonnet 4,acme-corp,platform-api,Data Science,13.0,0.04,0.52,0.0,0.52,1000,0,0
2026-04-19T16:59:00Z,barbara.liskov,Copilot,Copilot Premium Request,Auto: Claude Sonnet 4,acme-corp,mobile-app,Platform,16.0,0.04,0.64,0.0,0.64,1000,0,0
2026-04-19T09:15:00Z,barbara.liskov,Copilot,Copilot Premium Request,Claude Sonnet 4,acme-corp,web-frontend,Engineering,7.0,0.04,0.28,0.0,0.28,1000,0,0
2026-04-19T14:16:00Z,barbara.liskov,Copilot,Copilot Premium Request,Code Review,acme-corp,ml-models,Data Science,20.0,0.04,0.8,0.0,0.8,1000,0,0
2026-04-19T17:20:00Z,barbara.liskov,Copilot,Copilot Premium Request,Claude Sonnet 4,acme-corp,ml-models,Data Science,24.0,0.04,0.96,0.0,0.96,1000,0,0
2026-04-19T15:19:00Z,barbara.liskov,Copilot,Copilot Premium Request,Auto: Claude Sonnet 4,acme-corp,web-frontend,Engineering,19.0,0.04,0.76,0.0,0.76,1000,0,0
2026-04-19T14:59:00Z,barbara.liskov,Copilot,Copilot Premium Request,Auto: Claude Sonnet 4,acme-corp,ml-models,Data Science,17.0,0.04,0.68,0.0,0.68,1000,0,0
2026-04-19T15:21:00Z,barbara.liskov,Copilot,Copilot Premium Request,Claude Sonnet 4,acme-corp,infra-terraform,Mobile,25.0,0.04,1.0,0.2,0.8,1000,0,0
2026-04-19T17:09:00Z,barbara.liskov,Copilot,Copilot Premium Request,GPT-5 mini,acme-corp,billing-service,Platform,0.0,0.04,0.0,0.0,0.0,1000,0,0
2026-04-19T09:43:00Z,tim.berners-lee,Copilot,Copilot Premium Request,GPT-4.1,acme-corp,web-frontend,Platform,30.0,0.04,1.2,0.0,1.2,1000,0,0
2026-04-19T14:22:00Z,tim.berners-lee,Copilot,Copilot Premium Request,Claude Sonnet 4,acme-corp,web-frontend,Platform,21.0,0.04,0.84,0.0,0.84,1000,0,0
2026-04-19T16:33:00Z,tim.berners-lee,Copilot,Copilot Premium Request,Claude Sonnet 4,acme-corp,data-pipeline,Platform,22.0,0.04,0.88,0.0,0.88,1000,0,0
2026-04-19T20:28:00Z,tim.berners-lee,Copilot,Copilot Premium Request,Claude Sonnet 4,acme-corp,web-frontend,Mobile,4.0,0.04,0.16,0.032,0.128,1000,0,0
2026-04-19T15:03:00Z,guido.van-rossum,Copilot,Copilot Premium Request,GPT-5-Codex,acme-corp,ml-models,Mobile,21.0,0.04,0.84,0.168,0.672,1000,0,0
2026-04-19T12:24:00Z,guido.van-rossum,Copilot,Copilot Premium Request,Claude Sonnet 4,acme-corp,ml-models,Engineering,29.0,0.04,1.16,0.116,1.044,1000,0,0
2026-04-19T14:55:00Z,guido.van-rossum,Copilot,Copilot Premium Request,Auto: Claude Sonnet 4,acme-corp,web-frontend,Data Science,13.0,0.04,0.52,0.0,0.52,1000,0,0
2026-04-19T19:28:00Z,guido.van-rossum,Copilot,Copilot Premium Request,GPT-4.1,acme-corp,infra-terraform,Data Science,16.0,0.04,0.64,0.064,0.576,1000,0,0
2026-04-19T18:57:00Z,guido.van-rossum,Copilot,Copilot Premium Request,Claude Opus 4.1,acme-corp,docs-site,Data Science,300.0,0.04,12.0,1.2,10.8,1000,0,0
2026-04-19T09:13:00Z,guido.van-rossum,Copilot,Copilot Premium Request,Claude Opus 4.1,acme-corp,infra-terraform,Mobile,210.0,0.04,8.4,0.0,8.4,1000,0,0
2026-04-20T15:31:00Z,donald.knuth,Copilot,Copilot Premium Request,Claude Sonnet 4,acme-corp,platform-api,Platform,14.0,0.04,0.56,0.0,0.56,1000,0,0
2026-04-20T15:47:00Z,donald.knuth,Copilot,Copilot Premium Request,Claude Opus 4.1,acme-corp,billing-service,Data Science,110.0,0.04,4.4,0.44,3.96,1000,0,0
2026-04-20T11:19:00Z,donald.knuth,Copilot,Copilot Premium Request,Claude Sonnet 4,acme-corp,billing-service,Engineering,2.0,0.04,0.08,0.0,0.08,1000,0,0
2026-04-20T13:11:00Z,donald.knuth,Copilot,Copilot Premium Request,Claude Sonnet 3.7,acme-corp,billing-service,Data Science,30.0,0.04,1.2,0.0,1.2,1000,0,0
2026-04-20T14:04:00Z,donald.knuth,Copilot,Copilot Premium Request,Claude Sonnet 4,acme-corp,ml-models,Mobile,26.0,0.04,1.04,0.0,1.04,1000,0,0
2026-04-20T17:43:00Z,donald.knuth,Copilot,Copilot Premium Request,Claude Sonnet 3.7,acme-corp,billing-service,Engineering,29.0,0.04,1.16,0.0,1.16,1000,0,0
2026-04-20T20:16:00Z,ken.thompson,Copilot,Copilot Premium Request,GPT-5-Codex,acme-corp,mobile-app,Engineering,20.0,0.04,0.8,0.0,0.8,1000,0,0
2026-04-20T12:10:00Z,ken.thompson,Copilot,Copilot Premium Request,Claude Sonnet 4,acme-corp,platform-api,Platform,16.0,0.04,0.64,0.0,0.64,1000,0,0
2026-04-20T07:18:00Z,ken.thompson,Copilot,Copilot Premium Request,Auto: Claude Sonnet 4,acme-corp,infra-terraform,Engineering,22.0,0.04,0.88,0.0,0.88,1000,0,0
2026-04-20T19:06:00Z,ken.thompson,Copilot,Copilot Premium Request,GPT-5-Codex,acme-corp,mobile-app,Platform,26.0,0.04,1.04,0.0,1.04,1000,0,0
2026-04-20T11:43:00Z,ken.thompson,Copilot,Copilot Premium Request,GPT-5 mini,acme-corp,ml-models,Engineering,0.0,0.04,0.0,0.0,0.0,1000,0,0
2026-04-20T07:08:00Z,ken.thompson,Copilot,Copilot Premium Request,GPT-5-Codex,acme-corp,infra-terraform,Platform,13.0,0.04,0.52,0.0,0.52,1000,0,0
2026-04-20T09:06:00Z,ken.thompson,Copilot,Copilot Premium Request,Claude Opus 4.1,acme-corp,data-pipeline,Data Science,150.0,0.04,6.0,0.0,6.0,1000,0,0
2026-04-20T19:57:00Z,ken.thompson,Copilot,Copilot Premium Request,GPT-5-Codex,acme-corp,web-frontend,Mobile,28.0,0.04,1.12,0.0,1.12,1000,0,0
2026-04-20T07:30:00Z,alan.turing,Copilot,Copilot Premium Request,Claude Haiku 3.5,acme-corp,ml-models,Platform,1.65,0.04,0.066,0.0,0.066,1000,0,0
2026-04-20T16:33:00Z,alan.turing,Copilot,Copilot Premium Request,GPT-4.1,acme-corp,ml-models,Data Science,6.0,0.04,0.24,0.024,0.216,1000,0,0
2026-04-20T10:08:00Z,alan.turing,Copilot,Copilot Premium Request,GPT-4.1,acme-corp,mobile-app,Data Science,2.0,0.04,0.08,0.0,0.08,1000,0,0
2026-04-20T08:27:00Z,alan.turing,Copilot,Copilot Premium Request,Auto: Claude Sonnet 4,acme-corp,web-frontend,Engineering,8.0,0.04,0.32,0.0,0.32,1000,0,0
2026-04-20T07:12:00Z,alan.turing,Copilot,Copilot Premium Request,Claude Sonnet 4,acme-corp,web-frontend,Engineering,17.0,0.04,0.68,0.068,0.612,1000,0,0
2026-04-20T07:30:00Z,alan.turing,Copilot,Copilot Premium Request,Claude Opus 4.1,acme-corp,web-frontend,Platform,180.0,0.04,7.2,1.44,5.76,1000,0,0
2026-04-20T19:06:00Z,alan.turing,Copilot,Copilot Premium Request,Claude Sonnet 4,acme-corp,web-frontend,Data Science,11.0,0.04,0.44,0.0,0.44,1000,0,0
2026-04-20T17:22:00Z,alan.turing,Copilot,Copilot Premium Request,Claude Sonnet 3.7,acme-corp,platform-api,Engineering,8.0,0.04,0.32,0.0,0.32,1000,0,0
2026-04-20T16:22:00Z,alan.turing,Copilot,Copilot Premium Request,Claude Sonnet 4,acme-corp,ml-models,Data Science,25.0,0.04,1.0,0.0,1.0,1000,0,0
2026-04-20T10:32:00Z,alan.turing,Copilot,Copilot Premium Request,GPT-5 mini,acme-corp,web-frontend,Engineering,0.0,0.04,0.0,0.0,0.0,1000,0,0
2026-04-20T11:10:00Z,tim.berners-lee,Copilot,Copilot Premium Request,GPT-5-Codex,acme-corp,platform-api,Engineering,24.0,0.04,0.96,0.0,0.96,1000,0,0
2026-04-20T12:44:00Z,tim.berners-lee,Copilot,Copilot Premium Request,Claude Haiku 3.5,acme-corp,mobile-app,Mobile,5.94,0.04,0.2376,0.0238,0.2138,1000,0,0
2026-04-20T20:22:00Z,tim.berners-lee,Copilot,Copilot Premium Request,GPT-4.1,acme-corp,docs-site,Mobile,5.0,0.04,0.2,0.0,0.2,1000,0,0
2026-04-20T19:20:00Z,dennis.ritchie,Copilot,Copilot Premium Request,GPT-5-Codex,acme-corp,web-frontend,Mobile,15.0,0.04,0.6,0.0,0.6,1000,0,0
2026-04-20T19:23:00Z,dennis.ritchie,Copilot,Copilot Premium Request,Claude Sonnet 4,acme-corp,infra-terraform,Engineering,6.0,0.04,0.24,0.024,0.216,1000,0,0
2026-04-20T13:18:00Z,dennis.ritchie,Copilot,Copilot Premium Request,Claude Sonnet 4,acme-corp,billing-service,Platform,17.0,0.04,0.68,0.0,0.68,1000,0,0
2026-04-20T10:35:00Z,dennis.ritchie,Copilot,Copilot Premium Request,GPT-4.1,acme-corp,docs-site,Platform,28.0,0.04,1.12,0.112,1.008,1000,0,0
2026-04-20T20:04:00Z,dennis.ritchie,Copilot,Copilot Premium Request,Code Review,acme-corp,billing-service,Platform,15.0,0.04,0.6,0.0,0.6,1000,0,0
2026-04-20T17:06:00Z,dennis.ritchie,Copilot,Copilot Premium Request,Claude Sonnet 4,acme-corp,docs-site,Mobile,23.0,0.04,0.92,0.092,0.828,1000,0,0
2026-04-20T18:37:00Z,james.gosling,Copilot,Copilot Premium Request,Claude Sonnet 4,acme-corp,web-frontend,Data Science,14.0,0.04,0.56,0.056,0.504,1000,0,0
2026-04-20T10:38:00Z,james.gosling,Copilot,Copilot Premium Request,Claude Sonnet 4,acme-corp,docs-site,Engineering,8.0,0.04,0.32,0.0,0.32,1000,0,0
2026-04-20T11:48:00Z,james.gosling,Copilot,Copilot Premium Request,Claude Sonnet 4,acme-corp,infra-terraform,Mobile,15.0,0.04,0.6,0.06,0.54,1000,0,0
2026-04-20T13:31:00Z,james.gosling,Copilot,Copilot Premium Request,Auto: Claude Sonnet 4,acme-corp,infra-terraform,Data Science,23.0,0.04,0.92,0.184,0.736,1000,0,0
2026-04-20T14:14:00Z,ada.lovelace,Copilot,Copilot Premium Request,Claude Sonnet 4,acme-corp,mobile-app,Engineering,10.0,0.04,0.4,0.04,0.36,1000,0,0
2026-04-20T14:43:00Z,ada.lovelace,Copilot,Copilot Premium Request,Claude Sonnet 4,acme-corp,platform-api,Data Science,3.0,0.04,0.12,0.0,0.12,1000,0,0
2026-04-20T09:19:00Z,ada.lovelace,Copilot,Copilot Premium Request,Auto: Claude Sonnet 4,acme-corp,web-frontend,Engineering,23.0,0.04,0.92,0.0,0.92,1000,0,0
2026-04-20T19:29:00Z,ada.lovelace,Copilot,Copilot Premium Request,GPT-4.1,acme-corp,data-pipeline,Platform,18.0,0.04,0.72,0.072,0.648,1000,0,0
2026-04-20T11:34:00Z,ada.lovelace,Copilot,Copilot Premium Request,GPT-4.1,acme-corp,ml-models,Engineering,17.0,0.04,0.68,0.136,0.544,1000,0,0
2026-04-20T08:24:00Z,ada.lovelace,Copilot,Copilot Premium Request,Claude Haiku 3.5,acme-corp,billing-service,Platform,0.99,0.04,0.0396,0.004,0.0356,1000,0,0
2026-04-20T07:02:00Z,ada.lovelace,Copilot,Copilot Premium Request,GPT-5 mini,acme-corp,mobile-app,Platform,0.0,0.04,0.0,0.0,0.0,1000,0,0
2026-04-20T13:08:00Z,ada.lovelace,Copilot,Copilot Premium Request,GPT-5 mini,acme-corp,infra-terraform,Mobile,0.0,0.04,0.0,0.0,0.0,1000,0,0
2026-04-20T17:31:00Z,ada.lovelace,Copilot,Copilot Premium Request,GPT-5-Codex,acme-corp,billing-service,Mobile,5.0,0.04,0.2,0.04,0.16,1000,0,0
2026-04-20T07:25:00Z,ada.lovelace,Copilot,Copilot Premium Request,Claude Sonnet 3.7,acme-corp,infra-terraform,Mobile,7.0,0.04,0.28,0.056,0.224,1000,0,0
2026-04-20T12:03:00Z,guido.van-rossum,Copilot,Copilot Premium Request,Claude Sonnet 3.7,acme-corp,platform-api,Engineering,13.0,0.04,0.52,0.0,0.52,1000,0,0
2026-04-20T19:47:00Z,guido.van-rossum,Copilot,Copilot Premium Request,Claude Sonnet 4,acme-corp,platform-api,Platform,13.0,0.04,0.52,0.0,0.52,1000,0,0
2026-04-20T12:26:00Z,guido.van-rossum,Copilot,Copilot Premium Request,Auto: Claude Sonnet 4,acme-corp,ml-models,Engineering,15.0,0.04,0.6,0.0,0.6,1000,0,0
2026-04-20T17:19:00Z,guido.van-rossum,Copilot,Copilot Premium Request,GPT-4.1,acme-corp,web-frontend,Engineering,9.0,0.04,0.36,0.0,0.36,1000,0,0
2026-04-20T09:01:00Z,guido.van-rossum,Copilot,Copilot Premium Request,GPT-5 mini,acme-corp,ml-models,Engineering,0.0,0.04,0.0,0.0,0.0,1000,0,0
2026-04-20T16:32:00Z,guido.van-rossum,Copilot,Copilot Premium Request,GPT-5-Codex,acme-corp,docs-site,Platform,29.0,0.04,1.16,0.116,1.044,1000,0,0
2026-04-20T07:20:00Z,guido.van-rossum,Copilot,Copilot Premium Request,Claude Sonnet 4,acme-corp,docs-site,Mobile,17.0,0.04,0.68,0.136,0.544,1000,0,0
2026-04-20T08:44:00Z,guido.van-rossum,Copilot,Copilot Premium Request,Auto: Claude Sonnet 4,acme-corp,data-pipeline,Platform,5.0,0.04,0.2,0.02,0.18,1000,0,0
2026-04-20T09:39:00Z,guido.van-rossum,Copilot,Copilot Premium Request,GPT-5-Codex,acme-corp,infra-terraform,Platform,27.0,0.04,1.08,0.0,1.08,1000,0,0
2026-04-20T20:54:00Z,john.carmack,Copilot,Copilot Premium Request,Claude Sonnet 4,acme-corp,data-pipeline,Platform,22.0,0.04,0.88,0.0,0.88,1000,0,0
2026-04-20T13:51:00Z,john.carmack,Copilot,Copilot Premium Request,Claude Sonnet 4,acme-corp,data-pipeline,Engineering,11.0,0.04,0.44,0.088,0.352,1000,0,0
2026-04-20T16:21:00Z,john.carmack,Copilot,Copilot Premium Request,GPT-4.1,acme-corp,infra-terraform,Engineering,20.0,0.04,0.8,0.0,0.8,1000,0,0
2026-04-20T13:13:00Z,john.carmack,Copilot,Copilot Premium Request,Claude Sonnet 3.7,acme-corp,ml-models,Engineering,18.0,0.04,0.72,0.072,0.648,1000,0,0
2026-04-20T19:19:00Z,john.carmack,Copilot,Copilot Premium Request,Claude Sonnet 3.7,acme-corp,docs-site,Platform,11.0,0.04,0.44,0.088,0.352,1000,0,0
2026-04-20T16:32:00Z,john.carmack,Copilot,Copilot Premium Request,Claude Sonnet 4,acme-corp,billing-service,Data Science,14.0,0.04,0.56,0.0,0.56,1000,0,0
2026-04-20T20:11:00Z,john.carmack,Copilot,Copilot Premium Request,GPT-5 mini,acme-corp,billing-service,Data Science,0.0,0.04,0.0,0.0,0.0,1000,0,0
2026-04-20T11:59:00Z,john.carmack,Copilot,Copilot Premium Request,GPT-4.1,acme-corp,docs-site,Engineering,28.0,0.04,1.12,0.112,1.008,1000,0,0
2026-04-20T09:15:00Z,john.carmack,Copilot,Copilot Premium Request,GPT-5-Codex,acme-corp,mobile-app,Platform,13.0,0.04,0.52,0.052,0.468,1000,0,0
2026-04-20T17:13:00Z,grace.hopper,Copilot,Copilot Premium Request,Auto: Claude Sonnet 4,acme-corp,docs-site,Platform,29.0,0.04,1.16,0.0,1.16,1000,0,0
2026-04-20T11:43:00Z,grace.hopper,Copilot,Copilot Premium Request,Claude Opus 4.1,acme-corp,data-pipeline,Mobile,220.0,0.04,8.8,0.0,8.8,1000,0,0
2026-04-20T07:15:00Z,grace.hopper,Copilot,Copilot Premium Request,Claude Sonnet 4,acme-corp,infra-terraform,Mobile,6.0,0.04,0.24,0.0,0.24,1000,0,0
2026-04-20T17:57:00Z,grace.hopper,Copilot,Copilot Premium Request,GPT-5-Codex,acme-corp,platform-api,Data Science,15.0,0.04,0.6,0.06,0.54,1000,0,0
2026-04-20T11:50:00Z,grace.hopper,Copilot,Copilot Premium Request,Claude Sonnet 4,acme-corp,infra-terraform,Data Science,6.0,0.04,0.24,0.0,0.24,1000,0,0
